BMI_714_Variable_Name,Variable_Name,Variable_Description,Data_File_Name,Data_File_Description,Component
P_PFAS_LBXPFNA,LBXPFNA,Perfluorononanoic acid (PFNA) (ng/mL),P_PFAS,Perfluoroalkyl and Polyfluoroalkyl Substances,Laboratory
P_PFAS_LBDPFNAL,LBDPFNAL,Perfluorononanoic acid (PFNA) Comment Code,P_PFAS,Perfluoroalkyl and Polyfluoroalkyl Substances,Laboratory
P_PFAS_LBXPFUA,LBXPFUA,Perfluoroundecanoic acid (PFUA) (ng/mL),P_PFAS,Perfluoroalkyl and Polyfluoroalkyl Substances,Laboratory
P_PFAS_LBDPFUAL,LBDPFUAL,Perfluoroundecanoic acid (PFUA) Comment Code,P_PFAS,Perfluoroalkyl and Polyfluoroalkyl Substances,Laboratory
P_PFAS_LBXNFOA,LBXNFOA,n-perfluorooctanoic acid (n-PFOA) (ng/mL),P_PFAS,Perfluoroalkyl and Polyfluoroalkyl Substances,Laboratory
P_PFAS_LBDNFOAL,LBDNFOAL,n-perfluorooctanoic acid (n-PFOA) Comment Code,P_PFAS,Perfluoroalkyl and Polyfluoroalkyl Substances,Laboratory
P_PFAS_LBXBFOA,LBXBFOA,Branch perfluorooctanoic acid isomers (Sb-PFOA) (ng/mL),P_PFAS,Perfluoroalkyl and Polyfluoroalkyl Substances,Laboratory
P_PFAS_LBDBFOAL,LBDBFOAL,Branch perfluorooctanoic acid isomers Comment Code,P_PFAS,Perfluoroalkyl and Polyfluoroalkyl Substances,Laboratory
P_PFAS_LBXNFOS,LBXNFOS,n-perfluorooctane sulfonic acid (n-PFOS) (ng/mL),P_PFAS,Perfluoroalkyl and Polyfluoroalkyl Substances,Laboratory
P_PFAS_LBDNFOSL,LBDNFOSL,n-perfluorooctane sulfonic acid (n-PFOS) Comment Code,P_PFAS,Perfluoroalkyl and Polyfluoroalkyl Substances,Laboratory
P_PFAS_LBXMFOS,LBXMFOS,Perfluoromethylheptane sulfonic acid isomers (Sm-PFOS) (ng/mL),P_PFAS,Perfluoroalkyl and Polyfluoroalkyl Substances,Laboratory
P_PFAS_LBDMFOSL,LBDMFOSL,Perfluoromethylheptane sulfonic acid isomers (Sm-PFOS) Comment Code,P_PFAS,Perfluoroalkyl and Polyfluoroalkyl Substances,Laboratory
P_SSAGP_WTSSAGPP,WTSSAGPP,Surplus specimen AGP weights pre-pandemic,P_SSAGP,Alpha-1-Acid Glycoprotein - Serum (Surplus),Laboratory
P_SSAGP_SSAGP,SSAGP,Alpha-1-Acid Glycoprotein (g/L),P_SSAGP,Alpha-1-Acid Glycoprotein - Serum (Surplus),Laboratory
P_SSFR_WTSSBPP,WTSSBPP,Surplus specimen B weights pre-pandemic,P_SSFR,Flame Retardants - Urine (Surplus),Laboratory
P_SSFR_SSIPPP,SSIPPP,2-((isopropyl)phenyl)phenyl phosphate (µg/L),P_SSFR,Flame Retardants - Urine (Surplus),Laboratory
P_SSFR_SSIPPPL,SSIPPPL,2-((isopropyl)phenyl)phenyl phosphate (µg/L) comment code,P_SSFR,Flame Retardants - Urine (Surplus),Laboratory
P_SSFR_SSBPPP,SSBPPP,4-((tert-butyl)phenyl)phenyl phosphate (µg/L),P_SSFR,Flame Retardants - Urine (Surplus),Laboratory
P_SSFR_SSBPPPL,SSBPPPL,4-((tert-butyl)phenyl)phenyl phosphate (µg/L) comment code,P_SSFR,Flame Retardants - Urine (Surplus),Laboratory
P_TCHOL_LBXTC,LBXTC,Total Cholesterol (mg/dL),P_TCHOL,Cholesterol - Total,Laboratory
P_TCHOL_LBDTCSI,LBDTCSI,Total Cholesterol (mmol/L),P_TCHOL,Cholesterol - Total,Laboratory
P_TFR_LBXTFR,LBXTFR,Transferrin receptor (mg/L),P_TFR,Transferrin Receptor,Laboratory
P_TFR_LBDTFRSI,LBDTFRSI,Transferrin receptor (nmol/L),P_TFR,Transferrin Receptor,Laboratory
P_TRIGLY_WTSAFPRP,WTSAFPRP,Fasting Subsample Weight,P_TRIGLY,Cholesterol - Low-Density Lipoproteins (LDL) & Triglycerides,Laboratory
P_TRIGLY_LBXTR,LBXTR,Triglyceride (mg/dL),P_TRIGLY,Cholesterol - Low-Density Lipoproteins (LDL) & Triglycerides,Laboratory
P_TRIGLY_LBDTRSI,LBDTRSI,Triglyceride (mmol/L),P_TRIGLY,Cholesterol - Low-Density Lipoproteins (LDL) & Triglycerides,Laboratory
P_TRIGLY_LBDLDL,LBDLDL,"LDL-Cholesterol, Friedewald equation (mg/dL). LBDLDL = (LBXTC-(LBDHDD + LBXTR/5), round to 0 decimal places) for LBXTR less than 400 mg/dL, and missing for LBXTR greater than 400 mg/dL. LBDHDD from public release file P_HDL",P_TRIGLY,Cholesterol - Low-Density Lipoproteins (LDL) & Triglycerides,Laboratory
P_TRIGLY_LBDLDLSI,LBDLDLSI,"LDL-Cholesterol, Friedewald equation (mmol/L)",P_TRIGLY,Cholesterol - Low-Density Lipoproteins (LDL) & Triglycerides,Laboratory
P_TRIGLY_LBDLDLM,LBDLDLM,"LDL-Cholesterol, Martin-Hopkins equation (mg/dL). LBDLDLM = (LBXTC-(LBDHDD + LBXTR/Adjustable Factor), round to 0 decimal places) for LBXTR less than 400 mg/dL, and missing for LBXTR greater than 400 mg/dL. LBDHDD from public release file P_HDL",P_TRIGLY,Cholesterol - Low-Density Lipoproteins (LDL) & Triglycerides,Laboratory
P_TRIGLY_LBDLDMSI,LBDLDMSI,"LDL-Cholesterol, Martin-Hopkins equation (mmol/L)",P_TRIGLY,Cholesterol - Low-Density Lipoproteins (LDL) & Triglycerides,Laboratory
P_TRIGLY_LBDLDLN,LBDLDLN,"LBDLDLN = (LBXTC/0.948 – LBDHDD/0.971 – (LBXTR/8.56 + (LBXTR * (LBXTC – LBDHDD))/2140 – LBXTR^2/16100) – 9.44), round 0 decimal places) for LBXTR less than 800 mg/dL, and missing for LBXTR GE 800 mg/dL. ^2 stands for power=2, or squared. LBDHDD from public release file P_HDL",P_TRIGLY,Cholesterol - Low-Density Lipoproteins (LDL) & Triglycerides,Laboratory
P_TRIGLY_LBDLDNSI,LBDLDNSI,"LDL-Cholesterol, NIH equation 2 (mmol/L)",P_TRIGLY,Cholesterol - Low-Density Lipoproteins (LDL) & Triglycerides,Laboratory
P_UAS_WTSAPRP,WTSAPRP,Subsample A Weights Pre-Pandemic,P_UAS,Arsenics - Speciated - Urine,Laboratory
P_UAS_URXUAS3,URXUAS3,Urinary Arsenous acid (ug/L),P_UAS,Arsenics - Speciated - Urine,Laboratory
P_UAS_URDUA3LC,URDUA3LC,Urinary Arsenous acid comment code,P_UAS,Arsenics - Speciated - Urine,Laboratory
P_UAS_URXUAS5,URXUAS5,Urinary Arsenic acid (ug/L),P_UAS,Arsenics - Speciated - Urine,Laboratory
P_UAS_URDUA5LC,URDUA5LC,Urinary Arsenic acid comment code,P_UAS,Arsenics - Speciated - Urine,Laboratory
P_UAS_URXUAB,URXUAB,Urinary Arsenobetaine (ug/L),P_UAS,Arsenics - Speciated - Urine,Laboratory
P_UAS_URDUABLC,URDUABLC,Urinary Arsenobetaine comment code,P_UAS,Arsenics - Speciated - Urine,Laboratory
P_UAS_URXUAC,URXUAC,Urinary Arsenocholine (ug/L),P_UAS,Arsenics - Speciated - Urine,Laboratory
P_UAS_URDUACLC,URDUACLC,Urinary Arsenocholine comment code,P_UAS,Arsenics - Speciated - Urine,Laboratory
P_UAS_URXUDMA,URXUDMA,Urinary Dimethylarsinic acid (ug/L),P_UAS,Arsenics - Speciated - Urine,Laboratory
P_UAS_URDUDALC,URDUDALC,Urinary Dimethylarsinic acid comment code,P_UAS,Arsenics - Speciated - Urine,Laboratory
P_UAS_URXUMMA,URXUMMA,Urinary Monomethylarsonic acid (ug/L),P_UAS,Arsenics - Speciated - Urine,Laboratory
P_UAS_URDUMMAL,URDUMMAL,Urinary Monomethylarsonic acid comment code,P_UAS,Arsenics - Speciated - Urine,Laboratory
P_UCFLOW_URXVOL1,URXVOL1,The volume of urine collection #1 (mL),P_UCFLOW,Urine Flow Rate,Laboratory
P_UCFLOW_URDFLOW1,URDFLOW1,Urine #1 Flow Rate (mL/min),P_UCFLOW,Urine Flow Rate,Laboratory
P_UCFLOW_URDTIME1,URDTIME1,The time between last urination and the first urine sample collection in minutes,P_UCFLOW,Urine Flow Rate,Laboratory
P_UCFLOW_URXVOL2,URXVOL2,The volume of urine collection #2 (mL),P_UCFLOW,Urine Flow Rate,Laboratory
P_UCFLOW_URDFLOW2,URDFLOW2,Urine #2 Flow Rate (mL/min),P_UCFLOW,Urine Flow Rate,Laboratory
P_UCFLOW_URDTIME2,URDTIME2,The time between the first and second urine sample collections in minutes,P_UCFLOW,Urine Flow Rate,Laboratory
P_UCFLOW_URXVOL3,URXVOL3,The volume of urine collection #3 (mL),P_UCFLOW,Urine Flow Rate,Laboratory
P_UCFLOW_URDFLOW3,URDFLOW3,Urine #3 Flow Rate (mL/min),P_UCFLOW,Urine Flow Rate,Laboratory
P_UCFLOW_URDTIME3,URDTIME3,The time between the second and third urine sample collections in minutes,P_UCFLOW,Urine Flow Rate,Laboratory
P_UCM_WTSAPRP,WTSAPRP,Subsample A Weights Pre-Pandemic,P_UCM,Chromium - Urine,Laboratory
P_UCM_URXUCM,URXUCM,"Chromium, Urine (ug/L)",P_UCM,Chromium - Urine,Laboratory
P_UCM_URDUCMLC,URDUCMLC,"Chromium, Urine Comment Code",P_UCM,Chromium - Urine,Laboratory
P_UCPREG_URXPREG,URXPREG,Urine Pregnancy Result,P_UCPREG,Urine Pregnancy Test,Laboratory
P_UHG_WTSAPRP,WTSAPRP,Subsample A Weights Pre-Pandemic,P_UHG,Mercury: Inorganic - Urine,Laboratory
P_UHG_URXUHG,URXUHG,Urine Mercury (ug/L),P_UHG,Mercury: Inorganic - Urine,Laboratory
P_UHG_URDUHGLC,URDUHGLC,"Mercury, Urine Comment Code",P_UHG,Mercury: Inorganic - Urine,Laboratory
P_UIO_WTSAPRP,WTSAPRP,Subsample A Weights Pre-Pandemic,P_UIO,Iodine - Urine,Laboratory
P_UIO_URXUIO,URXUIO,"Iodine, urine (ug/L)",P_UIO,Iodine - Urine,Laboratory
P_UIO_URDUIOLC,URDUIOLC,"Iodine, urine comment code",P_UIO,Iodine - Urine,Laboratory
P_UM_WTSAPRP,WTSAPRP,Subsample A Weights Pre-Pandemic,P_UM,Metals - Urine,Laboratory
P_UM_URXUBA,URXUBA,"Barium, urine (ug/L)",P_UM,Metals - Urine,Laboratory
P_UM_URDUBALC,URDUBALC,Urinary Barium Comment Code,P_UM,Metals - Urine,Laboratory
P_UM_URXUCD,URXUCD,"Cadmium, urine (ug/L)",P_UM,Metals - Urine,Laboratory
P_UM_URDUCDLC,URDUCDLC,Urinary Cadmium Comment Code,P_UM,Metals - Urine,Laboratory
P_UM_URXUCO,URXUCO,"Cobalt, urine (ug/L)",P_UM,Metals - Urine,Laboratory
P_UM_URDUCOLC,URDUCOLC,Urinary Cobalt Comment Code,P_UM,Metals - Urine,Laboratory
P_UM_URXUCS,URXUCS,"Cesium, urine (ug/L)",P_UM,Metals - Urine,Laboratory
P_UM_URDUCSLC,URDUCSLC,Urinary Cesium Comment Code,P_UM,Metals - Urine,Laboratory
P_UM_URXUMO,URXUMO,"Molybdenum, urine (ug/L)",P_UM,Metals - Urine,Laboratory
P_UM_URDUMOLC,URDUMOLC,Urinary Molybdenum Comment Code,P_UM,Metals - Urine,Laboratory
P_UM_URXUMN,URXUMN,"Manganese, urine (ug/L)",P_UM,Metals - Urine,Laboratory
P_UM_URDUMNLC,URDUMNLC,Urinary Mn Comment Code,P_UM,Metals - Urine,Laboratory
P_UM_URXUPB,URXUPB,"Lead, urine (ug/L)",P_UM,Metals - Urine,Laboratory
P_UM_URDUPBLC,URDUPBLC,Urinary Lead Comment Code,P_UM,Metals - Urine,Laboratory
P_UM_URXUSB,URXUSB,"Antimony, urine (ug/L)",P_UM,Metals - Urine,Laboratory
P_UM_URDUSBLC,URDUSBLC,Urinary Antimony Comment Code,P_UM,Metals - Urine,Laboratory
P_UM_URXUSN,URXUSN,"Tin, urine (ug/L)",P_UM,Metals - Urine,Laboratory
P_UM_URDUSNLC,URDUSNLC,USN Comment Code,P_UM,Metals - Urine,Laboratory
P_UM_URXUTL,URXUTL,"Thallium, urine (ug/L)",P_UM,Metals - Urine,Laboratory
P_UM_URDUTLLC,URDUTLLC,Urinary Thallium Comment Code,P_UM,Metals - Urine,Laboratory
P_UM_URXUTU,URXUTU,"Tungsten, urine (ug/L)",P_UM,Metals - Urine,Laboratory
P_UM_URDUTULC,URDUTULC,Urinary Tungsten Comment Code,P_UM,Metals - Urine,Laboratory
P_UNI_WTSAPRP,WTSAPRP,Subsample A Weights Pre-Pandemic,P_UNI,Nickel - Urine,Laboratory
P_UNI_URXUNI,URXUNI,"Nickel, Urine (ug/L)",P_UNI,Nickel - Urine,Laboratory
P_UNI_URDUNILC,URDUNILC,"Nickel, Urine Comment Code",P_UNI,Nickel - Urine,Laboratory
P_UTAS_WTSAPRP,WTSAPRP,Subsample A Weights Pre-Pandemic,P_UTAS,Arsenic - Total - Urine,Laboratory
P_UTAS_URXUAS,URXUAS,"Arsenic, Total - Urine (ug/L)",P_UTAS,Arsenic - Total - Urine,Laboratory
P_UTAS_URDUASLC,URDUASLC,"Arsenic, Total - Urine Comment Code",P_UTAS,Arsenic - Total - Urine,Laboratory
P_UVOC_WTSAPRP,WTSAPRP,Subsample A Weights Pre-Pandemic,P_UVOC,Volatile Organic Compound (VOC) Metabolites - Urine,Laboratory
P_UVOC_URX2MH,URX2MH,2-methylhippuric acid (ng/mL),P_UVOC,Volatile Organic Compound (VOC) Metabolites - Urine,Laboratory
P_UVOC_URD2MHLC,URD2MHLC,2-methylhippuric acid comment code,P_UVOC,Volatile Organic Compound (VOC) Metabolites - Urine,Laboratory
P_UVOC_URX34M,URX34M,3-methylhippuric acid & 4-methylhippuric acid(ng/mL),P_UVOC,Volatile Organic Compound (VOC) Metabolites - Urine,Laboratory
P_UVOC_URD34MLC,URD34MLC,3-methylhippuric acid & 4-methylhippuric acid comment code,P_UVOC,Volatile Organic Compound (VOC) Metabolites - Urine,Laboratory
P_UVOC_URXAAM,URXAAM,N-acetyl-S-(2-carbamoylethyl)-L-cysteine(ng/mL),P_UVOC,Volatile Organic Compound (VOC) Metabolites - Urine,Laboratory
P_UVOC_URDAAMLC,URDAAMLC,N-acetyl-S-(2-carbamoylethyl)-L-cysteine comment code,P_UVOC,Volatile Organic Compound (VOC) Metabolites - Urine,Laboratory
P_UVOC_URXAMC,URXAMC,N-acetyl-S-(N-methylcarbamoyl)-L-cysteine(ng/mL),P_UVOC,Volatile Organic Compound (VOC) Metabolites - Urine,Laboratory
P_UVOC_URDAMCLC,URDAMCLC,N-acetyl-S-(N-methylcarbamoyl)-L-cysteine comment code,P_UVOC,Volatile Organic Compound (VOC) Metabolites - Urine,Laboratory
P_UVOC_URXATC,URXATC,2-aminothiazoline-4-carboxylic acid(ng/mL),P_UVOC,Volatile Organic Compound (VOC) Metabolites - Urine,Laboratory
P_UVOC_URDATCLC,URDATCLC,2-amnothiazolne-4-carbxylic acid comment code,P_UVOC,Volatile Organic Compound (VOC) Metabolites - Urine,Laboratory
P_UVOC_URXBMA,URXBMA,N-acetyl-S-(benzyl)-L-cysteine(ng/mL),P_UVOC,Volatile Organic Compound (VOC) Metabolites - Urine,Laboratory
P_UVOC_URDBMALC,URDBMALC,N-acetyl-S-(benzyl)-L-cysteine comment code,P_UVOC,Volatile Organic Compound (VOC) Metabolites - Urine,Laboratory
P_UVOC_URXBPM,URXBPM,N-acetyl-S-(n-propyl)-L-cysteine(ng/mL),P_UVOC,Volatile Organic Compound (VOC) Metabolites - Urine,Laboratory
P_UVOC_URDBPMLC,URDBPMLC,N-acetyl-S-(n-propyl)-L-cysteine comment code,P_UVOC,Volatile Organic Compound (VOC) Metabolites - Urine,Laboratory
P_UVOC_URXCEM,URXCEM,N-acetyl-S-(2-carboxyethyl)-L-cysteine(ng/mL),P_UVOC,Volatile Organic Compound (VOC) Metabolites - Urine,Laboratory
P_UVOC_URDCEMLC,URDCEMLC,N-acetyl-S- (2-carboxyethyl)-L-cysteine comment code,P_UVOC,Volatile Organic Compound (VOC) Metabolites - Urine,Laboratory
P_UVOC_URXCYHA,URXCYHA,N-Acetyl-S-(1-cyano-2-hydroxyethyl)-L-cysteine (CYHA) (ng/mL),P_UVOC,Volatile Organic Compound (VOC) Metabolites - Urine,Laboratory
P_UVOC_URDCYALC,URDCYALC,N-Acetyl-S-(1-cyano-2-hydroxyethyl)-L-cysteine (CYHA) comment code,P_UVOC,Volatile Organic Compound (VOC) Metabolites - Urine,Laboratory
P_UVOC_URXCYM,URXCYM,N-acetyl-S-(2-cyanoethyl)-L-cysteine(ng/mL),P_UVOC,Volatile Organic Compound (VOC) Metabolites - Urine,Laboratory
P_UVOC_URDCYMLC,URDCYMLC,N-acetyl-S-(2-cyanoethyl)-L-cysteine comment code,P_UVOC,Volatile Organic Compound (VOC) Metabolites - Urine,Laboratory
P_UVOC_URXDHB,URXDHB,"N-acetyl-S-(3,4-dihidroxybutyl)-L-cysteine(ng/mL)",P_UVOC,Volatile Organic Compound (VOC) Metabolites - Urine,Laboratory
P_UVOC_URDDHBLC,URDDHBLC,"N-acetyl-S-(3,4-dihidroxybutyl)-L-cysteine comment code",P_UVOC,Volatile Organic Compound (VOC) Metabolites - Urine,Laboratory
P_UVOC_URXGAM,URXGAM,N-acetyl-S-(2-carbamoyl-2-hydroxyethyl)-L-cysteine(ng/mL),P_UVOC,Volatile Organic Compound (VOC) Metabolites - Urine,Laboratory
P_UVOC_URDGAMLC,URDGAMLC,N-acetyl-S-(2-carbamoyl-2-hydroxyethyl)-L-cysteine comment code,P_UVOC,Volatile Organic Compound (VOC) Metabolites - Urine,Laboratory
P_UVOC_URXHEM,URXHEM,N-acetyl-S-(2-hydroxyethyl)-L-cysteine(ng/mL),P_UVOC,Volatile Organic Compound (VOC) Metabolites - Urine,Laboratory
P_UVOC_URDHEMLC,URDHEMLC,N-acetyl-S-(2-hydroxyethyl)-L-cysteine comment code,P_UVOC,Volatile Organic Compound (VOC) Metabolites - Urine,Laboratory
P_UVOC_URXHP2,URXHP2,N-acetyl-S- (2-hydroxypropyl)-L-cysteine(ng/mL),P_UVOC,Volatile Organic Compound (VOC) Metabolites - Urine,Laboratory
P_UVOC_URDHP2LC,URDHP2LC,N-acetyl-S- (2-hydroxypropyl)-L-cysteine comment code,P_UVOC,Volatile Organic Compound (VOC) Metabolites - Urine,Laboratory
P_UVOC_URXHPM,URXHPM,N-acetyl-S- (3-hydroxypropyl)-L-cysteine(ng/mL),P_UVOC,Volatile Organic Compound (VOC) Metabolites - Urine,Laboratory
P_UVOC_URDHPMLC,URDHPMLC,N-acetyl-S- (3-hydroxypropyl)-L-cysteine comment code,P_UVOC,Volatile Organic Compound (VOC) Metabolites - Urine,Laboratory
P_UVOC_URXIPM3,URXIPM3,N-Acetyl-S-(4-hydroxy-2-methyl-2-buten-1-yl)-L-cysteine (ng/mL),P_UVOC,Volatile Organic Compound (VOC) Metabolites - Urine,Laboratory
P_UVOC_URDPM3LC,URDPM3LC,N-Acetyl-S-(4-hydroxy-2-methyl-2-buten-1-yl)-L-cysteine comment code,P_UVOC,Volatile Organic Compound (VOC) Metabolites - Urine,Laboratory
P_UVOC_URXMAD,URXMAD,Mandelic acid(ng/mL),P_UVOC,Volatile Organic Compound (VOC) Metabolites - Urine,Laboratory
P_UVOC_URDMADLC,URDMADLC,Mandelic acid comment code,P_UVOC,Volatile Organic Compound (VOC) Metabolites - Urine,Laboratory
P_UVOC_URXMB3,URXMB3,N-acetyl-S- (4-hydroxy-2-butenyl)-L-cysteine (ng/mL),P_UVOC,Volatile Organic Compound (VOC) Metabolites - Urine,Laboratory
P_UVOC_URDMB3LC,URDMB3LC,N-acetyl-S- (4-hydroxy-2-butenyl)-L-cysteine comment code,P_UVOC,Volatile Organic Compound (VOC) Metabolites - Urine,Laboratory
P_UVOC_URXPHG,URXPHG,Phenylglyoxylic acid(ng/mL),P_UVOC,Volatile Organic Compound (VOC) Metabolites - Urine,Laboratory
P_UVOC_URDPHGLC,URDPHGLC,Phenylglyoxylic acid comment code,P_UVOC,Volatile Organic Compound (VOC) Metabolites - Urine,Laboratory
P_UVOC_URXPMM,URXPMM,N-acetyl-S-(3-hydroxypropyl-1-methyl)-L-cysteine(ng/mL),P_UVOC,Volatile Organic Compound (VOC) Metabolites - Urine,Laboratory
P_UVOC_URDPMMLC,URDPMMLC,N-acetyl-S-(3-hydroxypropyl-1-methyl)-L-cysteine comment code,P_UVOC,Volatile Organic Compound (VOC) Metabolites - Urine,Laboratory
P_UVOC_URXTTC,URXTTC,2-Thioxothiazolidine-4-carboxylic acid,P_UVOC,Volatile Organic Compound (VOC) Metabolites - Urine,Laboratory
P_UVOC_URDTTCLC,URDTTCLC,2-Thioxothiazolidine-4-carboxylic acid comment code,P_UVOC,Volatile Organic Compound (VOC) Metabolites - Urine,Laboratory
P_UVOC2_WTVOC2PP,WTVOC2PP,UVOC2 Special Subsample Weights Pre-Pandemic,P_UVOC2,Volatile Organic Compound (VOC) Metabolites II - Urine,Laboratory
P_UVOC2_URXMUCA,URXMUCA,"trans, trans-Muconic acid (ng/mL)",P_UVOC2,Volatile Organic Compound (VOC) Metabolites II - Urine,Laboratory
P_UVOC2_URDMUCLC,URDMUCLC,"trans, trans-Muconic acid comment code",P_UVOC2,Volatile Organic Compound (VOC) Metabolites II - Urine,Laboratory
P_UVOC2_URXPHMA,URXPHMA,Phenylmercapturic acid (ng/mL),P_UVOC2,Volatile Organic Compound (VOC) Metabolites II - Urine,Laboratory
P_UVOC2_URDPMALC,URDPMALC,Phenylmercapturic acid comment code,P_UVOC2,Volatile Organic Compound (VOC) Metabolites II - Urine,Laboratory
P_VOCWB_WTSVOCPR,WTSVOCPR,VOC Subsample Weight Pre-Pandemic,P_VOCWB,Volatile Organic Compounds and Trihalomethanes/MTBE - Blood,Laboratory
P_VOCWB_LBX2DF,LBX2DF,"Blood 2,5-Dimethylfuran (ng/mL)",P_VOCWB,Volatile Organic Compounds and Trihalomethanes/MTBE - Blood,Laboratory
P_VOCWB_LBD2DFLC,LBD2DFLC,"Blood 2,5-Dimethylfuran Comment Code",P_VOCWB,Volatile Organic Compounds and Trihalomethanes/MTBE - Blood,Laboratory
P_VOCWB_LBX4CE,LBX4CE,"Blood 1,1,1,2-Tetrachloroethane (ng/mL)",P_VOCWB,Volatile Organic Compounds and Trihalomethanes/MTBE - Blood,Laboratory
P_VOCWB_LBD4CELC,LBD4CELC,"Blood 1,1,1,2-Tetrachloroethane Comment Code",P_VOCWB,Volatile Organic Compounds and Trihalomethanes/MTBE - Blood,Laboratory
P_VOCWB_LBXV06,LBXV06,Blood Hexane (ng/mL),P_VOCWB,Volatile Organic Compounds and Trihalomethanes/MTBE - Blood,Laboratory
P_VOCWB_LBDV06LC,LBDV06LC,Blood Hexane Comment Code,P_VOCWB,Volatile Organic Compounds and Trihalomethanes/MTBE - Blood,Laboratory
P_VOCWB_LBXV07N,LBXV07N,Blood Heptane (ng/mL),P_VOCWB,Volatile Organic Compounds and Trihalomethanes/MTBE - Blood,Laboratory
P_VOCWB_LBDV07LC,LBDV07LC,Blood Heptane Comment Code,P_VOCWB,Volatile Organic Compounds and Trihalomethanes/MTBE - Blood,Laboratory
P_VOCWB_LBXV08N,LBXV08N,Blood Octane (ng/mL),P_VOCWB,Volatile Organic Compounds and Trihalomethanes/MTBE - Blood,Laboratory
P_VOCWB_LBDV08LC,LBDV08LC,Blood Octane Comment Code,P_VOCWB,Volatile Organic Compounds and Trihalomethanes/MTBE - Blood,Laboratory
P_VOCWB_LBXV1D,LBXV1D,"Blood 1,2-Dichlorobenzene (ng/mL)",P_VOCWB,Volatile Organic Compounds and Trihalomethanes/MTBE - Blood,Laboratory
P_VOCWB_LBDV1DLC,LBDV1DLC,"Blood 1,2-Dichlorobenzene Comment Code",P_VOCWB,Volatile Organic Compounds and Trihalomethanes/MTBE - Blood,Laboratory
P_VOCWB_LBXV2A,LBXV2A,"Blood 1,2-Dichloroethane (ng/mL)",P_VOCWB,Volatile Organic Compounds and Trihalomethanes/MTBE - Blood,Laboratory
P_VOCWB_LBDV2ALC,LBDV2ALC,"Blood 1,2-Dichloroethane Comment Code",P_VOCWB,Volatile Organic Compounds and Trihalomethanes/MTBE - Blood,Laboratory
P_VOCWB_LBXV3B,LBXV3B,"Blood 1,3-Dichlorobenzene (ng/mL)",P_VOCWB,Volatile Organic Compounds and Trihalomethanes/MTBE - Blood,Laboratory
P_VOCWB_LBDV3BLC,LBDV3BLC,"Blood 1,3-Dichlorobenzene Comment Code",P_VOCWB,Volatile Organic Compounds and Trihalomethanes/MTBE - Blood,Laboratory
P_VOCWB_LBXV4C,LBXV4C,Blood Tetrachloroethene (ng/mL),P_VOCWB,Volatile Organic Compounds and Trihalomethanes/MTBE - Blood,Laboratory
P_VOCWB_LBDV4CLC,LBDV4CLC,Blood Tetrachloroethene Comment Code,P_VOCWB,Volatile Organic Compounds and Trihalomethanes/MTBE - Blood,Laboratory
P_VOCWB_LBXVBF,LBXVBF,Blood Bromoform (ng/mL),P_VOCWB,Volatile Organic Compounds and Trihalomethanes/MTBE - Blood,Laboratory
P_VOCWB_LBDVBFLC,LBDVBFLC,Blood Bromoform Comment Code,P_VOCWB,Volatile Organic Compounds and Trihalomethanes/MTBE - Blood,Laboratory
P_VOCWB_LBXVBM,LBXVBM,Blood Bromodichloromethane (ng/mL),P_VOCWB,Volatile Organic Compounds and Trihalomethanes/MTBE - Blood,Laboratory
P_VOCWB_LBDVBMLC,LBDVBMLC,Blood Bromodichloromethane Comment Code,P_VOCWB,Volatile Organic Compounds and Trihalomethanes/MTBE - Blood,Laboratory
P_VOCWB_LBXVBZ,LBXVBZ,Blood Benzene (ng/mL),P_VOCWB,Volatile Organic Compounds and Trihalomethanes/MTBE - Blood,Laboratory
P_VOCWB_LBDVBZLC,LBDVBZLC,Blood Benzene Comment Code,P_VOCWB,Volatile Organic Compounds and Trihalomethanes/MTBE - Blood,Laboratory
P_VOCWB_LBXVBZN,LBXVBZN,Blood Benzonitrile (ng/mL),P_VOCWB,Volatile Organic Compounds and Trihalomethanes/MTBE - Blood,Laboratory
P_VOCWB_LBDVZBLC,LBDVZBLC,Blood Benzonitrile Comment Code,P_VOCWB,Volatile Organic Compounds and Trihalomethanes/MTBE - Blood,Laboratory
P_VOCWB_LBXVC6,LBXVC6,Blood Cyclohexane (ng/mL),P_VOCWB,Volatile Organic Compounds and Trihalomethanes/MTBE - Blood,Laboratory
P_VOCWB_LBDVC6LC,LBDVC6LC,Blood Cyclohexane Comment Code,P_VOCWB,Volatile Organic Compounds and Trihalomethanes/MTBE - Blood,Laboratory
P_VOCWB_LBXVCB,LBXVCB,Blood Chlorobenzene (ng/mL),P_VOCWB,Volatile Organic Compounds and Trihalomethanes/MTBE - Blood,Laboratory
P_VOCWB_LBDVCBLC,LBDVCBLC,Blood Chlorobenzene Comment Code,P_VOCWB,Volatile Organic Compounds and Trihalomethanes/MTBE - Blood,Laboratory
P_VOCWB_LBXVCF,LBXVCF,Blood Chloroform (ng/mL),P_VOCWB,Volatile Organic Compounds and Trihalomethanes/MTBE - Blood,Laboratory
P_VOCWB_LBDVCFLC,LBDVCFLC,Blood Chloroform Comment Code,P_VOCWB,Volatile Organic Compounds and Trihalomethanes/MTBE - Blood,Laboratory
P_VOCWB_LBXVCM,LBXVCM,Blood Dibromochloromethane (ng/mL),P_VOCWB,Volatile Organic Compounds and Trihalomethanes/MTBE - Blood,Laboratory
